Title,Date Creat,Latitude,Longitude,Northing,Easting,Descriptio,Biocontrol,Chemical c,Density,Detection,Detectio_1,Notes,Number of,Quarter,Species,Status,timestamp,X,Y
Pp Large Foot Bugs 7c,,-24.170200000000001,30.856680000000001,7325261.651639140211046,282254.295725516974926,,Cochineal bug,-,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,49:08.0,30.856680000000001,-24.170200000000001
Pp Large Foot Bugs 7c,,-24.170200000000001,30.856680000000001,7325261.651639140211046,282254.295725516974926,,Cochineal bug,,High,Foot,Secondary,,,,Prickly Pear,,2020/09/10 09:49:08.000,30.856680000000001,-24.170200000000001
Pp Large Foot Bugs 8c,,-24.193220000000000,30.935939999999999,7322832.993890569545329,290346.554600110976025,,Cochineal bug,,High,Foot,Secondary,,,,Prickly Pear,,2020/11/28 11:38:27.000,30.935939999999999,-24.193220000000000
Pp Large Foot Bugs Fruiting 7c,,-24.175129999999999,30.856560000000002,7324715.377147209830582,282250.470254317973740,,Cochineal bug,-,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,39:22.0,30.856560000000002,-24.175129999999999
Pp Large Foot Bugs Fruiting 7c,,-24.175129999999999,30.856560000000002,7324715.377147209830582,282250.470254317973740,,Cochineal bug,,High,walk - grass survey,Tertiary,,,,Prickly Pear,,2020/09/10 11:39:22.000,30.856560000000002,-24.175129999999999
Pp Large Foot Grass Nursery 6c After Report,,-24.215959999999999,30.896599999999999,7320254.558040560223162,286387.399962030001916,,-,-,High,walk - grass survey,Tertiary,nursery,,,Prickly Pear,,2020/09/15 11:17:09.000,30.896599999999999,-24.215959999999999
Pp Large Foot Grass Untreated Needs Bugs After Report,,-24.178139999999999,30.920670000000001,7324480.335856500081718,288770.229916620999575,,-,-,High,walk - grass survey,Tertiary,,,,Prickly Pear,untreated,2020/09/16 09:44:04.000,30.920670000000001,-24.178139999999999
Pp Large Foot Marula Untreated,,-24.187130000000000,30.851910000000000,7323378.903083659708500,281798.357227806001902,,-,-,High,walk - marula,Tertiary,,,,Prickly Pear,untreated,2020/11/25 10:46:16.000,30.851910000000000,-24.187130000000000
Pp Large Foot Nursery 6c,,-24.192830000000001,30.936630000000001,7322877.227421280927956,290416.022647480014712,,-,-,High,Foot,Secondary,Removed to nursery,,2020 - Quarter 3,Prickly Pear,,51:43.0,30.936630000000001,-24.192830000000001
Pp Large Foot Nursery 6c,,-24.192830000000001,30.936630000000001,7322877.227421280927956,290416.022647480014712,,-,-,High,Foot,Secondary,nursery,,,Prickly Pear,,2020/09/03 09:51:43.000,30.936630000000001,-24.192830000000001
Pp Large Foot Nursery 6c,,-24.175799999999999,30.949510000000000,7324782.800200420431793,291696.997932219994254,,-,-,High,Foot,Secondary,nursery,,,Prickly Pear,,2020/12/01 11:47:03.000,30.949510000000000,-24.175799999999999
Pp Large Foot Nursery 6c,,-24.211090120000001,30.829064970000001,7320688.977558880113065,279518.275726714986376,,-,-,High,Foot,Secondary,nursery,,,Prickly pear,,2020/08/17 13:01:11.000,30.829064970000001,-24.211090120000001
Pp Large Foot Nursery 6c,,-24.211270549999998,30.819606400000001,7320654.019862939603627,278557.659370341978502,,-,-,High,Foot,Secondary,nursery,,,Prickly pear,,2020/08/17 09:08:07.000,30.819606400000001,-24.211270549999998
Pp Large Foot Nursery 6c,,-24.211270549999998,30.819606400000001,7320654.019862939603627,278557.659370341978502,,-,-,High,Foot,Secondary,nursery,,,Prickly pear,,2020/08/17 09:08:07.000,30.819606400000001,-24.211270549999998
Pp Large Foot Nursery 6c,,-24.211270549999998,30.819606400000001,7320654.019862939603627,278557.659370341978502,,-,-,High,Foot,Secondary,nursery,,,Prickly pear,,2020/08/17 09:08:07.000,30.819606400000001,-24.211270549999998
Pp Large Foot Nursery 6c,,-24.211270549999998,30.819606400000001,7320654.019862939603627,278557.659370341978502,,-,-,High,Foot,Secondary,nursery,,,Prickly pear,,2020/08/17 09:08:07.000,30.819606400000001,-24.211270549999998
Pp Large Foot Nursery 6c,,-24.212243950000001,30.825484719999999,7320555.508210959844291,279156.536663134989794,,-,-,High,Foot,Secondary,nursery,,,Prickly pear,,2020/08/17 12:41:37.000,30.825484719999999,-24.212243950000001
Pp Large Foot Nursery 7c,,-24.175630000000002,30.949430000000000,7324801.510866410098970,291688.592546435014810,,-,-,High,Foot,Secondary,nursery,,,Prickly Pear,,2020/12/01 11:45:44.000,30.949430000000000,-24.175630000000002
Pp Large Foot Pels 8c,,-24.172650000000001,30.863859999999999,7325001.432784110307693,282988.102934603986796,,-,-,High,Car,Primary,untreated,,2020 - Quarter 3,Prickly Pear,,05:17.0,30.863859999999999,-24.172650000000001
Pp Large Foot Pels Bugs 6c,,-24.169889999999999,30.852959999999999,7325290.191721590235829,281875.725395313987974,,Cochineal bug,-,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,30:34.0,30.852959999999999,-24.169889999999999
Pp Large Foot Pels Bugs 6c,,-24.169889999999999,30.852959999999999,7325290.191721590235829,281875.725395313987974,,Cochineal bug,,High,walk - pels,Tertiary,,,,Prickly Pear,,2020/09/10 09:30:34.000,30.852959999999999,-24.169889999999999
Pp Large Foot Pels Bugs 8c,,-24.172650000000001,30.863859999999999,7325001.432784110307693,282988.102934603986796,,Cochineal bug,,High,walk - pels,Tertiary,,,,Prickly Pear,,2020/09/10 10:05:17.000,30.863859999999999,-24.172650000000001
pp large Foot pels untreated 8c,,-24.172499999999999,30.881270000000001,7325044.960871489718556,284757.086651846009772,,-,-,High,walk - pels,Tertiary,untreated,,2020 - Quarter 3,Prickly Pear,,16:02.0,30.881270000000001,-24.172499999999999
Pp Large Foot Poo 10c. Already Infected With Bugs,,-24.195280000000000,30.932810000000000,7322600.117495900020003,290031.913278222025838,,Cochineal bug,-,High,Walk - poo,Tertiary,Already infected,,2020 - Quarter 3,Prickly Pear,,33:16.0,30.932810000000000,-24.195280000000000
Pp Large Foot Poo 10c. Already Infected With Bugs,,-24.195280000000000,30.932810000000000,7322600.117495900020003,290031.913278222025838,,Cochineal bug,,High,walk - poo,Tertiary,,,,Prickly Pear,already infected,2020/08/27 12:33:16.000,30.932810000000000,-24.195280000000000
Pp Large Foot Poo Treated Bugs 27th August,,-24.216049999999999,30.945789999999999,7320318.987610409967601,291384.526849891990423,,Cochineal bug,-,High,Walk - poo,Tertiary,,,2020 - Quarter 3,Prickly Pear,,05:36.0,30.945789999999999,-24.216049999999999
Pp Large Foot Poo Treated Bugs 27th August,,-24.216049999999999,30.945789999999999,7320318.987610409967601,291384.526849891990423,,Cochineal bug,,High,walk - poo,Tertiary,,,,Prickly Pear,,2020/08/27 15:05:36.000,30.945789999999999,-24.216049999999999
Pp Large Foot Poo Treated Bugs 8c,,-24.214269999999999,30.945599999999999,7320515.864614720456302,291362.324976460018661,,Cochineal bug,-,High,Walk - poo,Tertiary,,,2020 - Quarter 3,Prickly Pear,,21:49.0,30.945599999999999,-24.214269999999999
Pp Large Foot Poo Treated Bugs 8c,,-24.214269999999999,30.945599999999999,7320515.864614720456302,291362.324976460018661,,Cochineal bug,,High,walk - poo,Tertiary,,,,Prickly Pear,,2020/08/28 15:21:49.000,30.945599999999999,-24.214269999999999
Pp Large Foot Poo Treated On 27th August Bugs,,-24.218509999999998,30.943930000000002,7320043.725326799787581,291199.592915288987570,,Cochineal bug,-,High,Walk - poo,Tertiary,,,2020 - Quarter 3,Prickly Pear,,42:07.0,30.943930000000002,-24.218509999999998
Pp Large Foot Poo Treated On 27th August Bugs,,-24.218509999999998,30.943930000000002,7320043.725326799787581,291199.592915288987570,,Cochineal bug,,High,walk - poo,Tertiary,,,,Prickly Pear,,2020/08/27 14:42:07.000,30.943930000000002,-24.218509999999998
Pp Large Foot Poo Untreated,,-24.197479999999999,30.930730000000001,7322353.306486790068448,289824.191376961010974,,-,-,High,Walk - poo,Tertiary,untreated,,2020 - Quarter 3,Prickly Pear,,31:50.0,30.930730000000001,-24.197479999999999
Pp Large Foot Poo Untreated,,-24.197959999999998,30.930060000000001,7322299.130955439992249,289756.907317632983904,,-,-,High,walk - poo,Tertiary,untreated,,2020 - Quarter 3,Prickly Pear,,40:35.0,30.930060000000001,-24.197959999999998
Pp Large Foot Poo Untreated,,-24.198370000000001,30.929880000000001,7322253.446317279711366,289739.292317348998040,,-,-,High,Walk - poo,Tertiary,untreated,,2020 - Quarter 3,Prickly Pear,,43:07.0,30.929880000000001,-24.198370000000001
Pp Large Foot Poo Untreated 6c,,-24.218060000000001,30.948170000000001,7320099.905922659672797,291629.568885961023625,,-,-,High,Foot,Secondary,untreated,,2020 - Quarter 3,Prickly Pear,,33:06.0,30.948170000000001,-24.218060000000001
Pp Large Foot Poo Untreated 6c,,-24.218060000000001,30.948170000000001,7320099.905922659672797,291629.568885961023625,,-,-,High,walk - poo,Tertiary,,,,Prickly Pear,untreated,2020/08/27 15:33:06.000,30.948170000000001,-24.218060000000001
Pp Large Foot Poo Untreated 7c,,-24.224480000000000,30.974060000000001,7319427.212199109606445,294269.844704469025601,,-,-,High,Foot,Secondary,untreated,,2020 - Quarter 3,Prickly Pear,,51:43.0,30.974060000000001,-24.224480000000000
Pp Large Foot Poo Untreated 7c,,-24.215689999999999,30.946040000000000,7320359.236475249752402,291409.336303434974980,,-,-,High,Walk - poo,Tertiary,untreated,,2020 - Quarter 3,Prickly Pear,,06:56.0,30.946040000000000,-24.215689999999999
Pp Large Foot Poo Untreated 7c,,-24.157370000000000,30.946470000000001,7326819.646748160012066,291358.119182733003981,,-,-,High,walk - poo,Tertiary,untreated,,2020 - Quarter 3,Prickly Pear,,16:55.0,30.946470000000001,-24.157370000000000
Pp Large Foot Poo Untreated 7c,,-24.224480000000000,30.974060000000001,7319427.212199109606445,294269.844704469025601,,-,-,High,walk - poo,Tertiary,,,,Prickly Pear,untreated,2020/08/25 08:51:43.000,30.974060000000001,-24.224480000000000
Pp Large Foot Poo Untreated 7c,,-24.215689999999999,30.946040000000000,7320359.236475249752402,291409.336303434974980,,-,-,High,walk - poo,Tertiary,,,,Prickly Pear,untreated,2020/08/27 15:06:56.000,30.946040000000000,-24.215689999999999
Pp Large Foot Poo Untreated 7c,,-24.157370000000000,30.946470000000001,7326819.646748160012066,291358.119182733003981,,-,-,High,walk - poo,Tertiary,,,,Prickly Pear,untreated,2020/09/11 11:16:55.000,30.946470000000001,-24.157370000000000
Pp Large Foot Poo Untreated Evidence If Moth,,-24.198180000000001,30.929829999999999,7322274.416422531008720,289733.900552335020620,,-,-,High,Walk - poo,Tertiary,untreated,,2020 - Quarter 3,Prickly Pear,,41:30.0,30.929829999999999,-24.198180000000001
Pp Large Foot Poo Untreated Needs Bugs,,-24.158149999999999,30.946539999999999,7326733.355355209670961,291366.501083485025447,,-,-,High,walk - poo,Tertiary,untreated,,2020 - Quarter 3,Prickly Pear,,19:58.0,30.946539999999999,-24.158149999999999
Pp Large Foot Poo Untreated Needs Bugs,,-24.178899999999999,30.954440000000002,7324446.769434830173850,292202.987037789018359,,-,-,High,walk - poo,Tertiary,untreated,,2020 - Quarter 3,Prickly Pear,,52:54.0,30.954440000000002,-24.178899999999999
Pp Large Foot Poo Untreated Needs Bugs,,-24.178339999999999,30.955660000000002,7324510.610113499686122,292326.048358077998273,,-,-,High,walk - poo,Tertiary,untreated,,2020 - Quarter 3,Prickly Pear,,59:10.0,30.955660000000002,-24.178339999999999
Pp Large Foot Poo Untreated Needs Bugs,,-24.178899999999999,30.954440000000002,7324446.769434830173850,292202.987037789018359,,-,-,High,walk - poo,Tertiary,,,,Prickly Pear,untreated,2020/09/11 14:52:54.000,30.954440000000002,-24.178899999999999
Pp Large Foot Poo Untreated Needs Bugs,,-24.178339999999999,30.955660000000002,7324510.610113499686122,292326.048358077998273,,-,-,High,walk - poo,Tertiary,,,,Prickly Pear,untreated,2020/09/11 14:59:10.000,30.955660000000002,-24.178339999999999
Pp Large Foot Poo Untreated Needs Bugs,,-24.158149999999999,30.946539999999999,7326733.355355209670961,291366.501083485025447,,-,-,High,walk - poo,Tertiary,,,,Prickly Pear,untreated,2020/09/11 11:19:58.000,30.946539999999999,-24.158149999999999
Pp Large Foot Poo Untreated. Needs Bugs,,-24.157969999999999,30.946870000000001,7326753.784937281161547,291399.746496503008530,,-,-,High,walk - poo,Tertiary,untreated,,2020 - Quarter 3,Prickly Pear,,18:15.0,30.946870000000001,-24.157969999999999
Pp Large Foot Poo Untreated. Needs Bugs,,-24.157969999999999,30.946870000000001,7326753.784937281161547,291399.746496503008530,,-,-,High,walk - poo,Tertiary,,,,Prickly Pear,untreated,2020/09/11 12:18:15.000,30.946870000000001,-24.157969999999999
Pp Large Foot Spray 6c,,-24.209980280000000,30.829053450000000,7320811.896440419368446,279515.194199294026475,,-,MSMA,High,Foot,Secondary,,,,Prickly pear,,2020/08/17 14:17:37.000,30.829053450000000,-24.209980280000000
Pp Large Foot Spray 7c,,-24.193210000000001,30.935929999999999,7322834.086531570181251,290345.522213003016077,,-,MSMA,High,Foot,Secondary,untreated,,2020 - Quarter 3,Prickly Pear,,55:29.0,30.935929999999999,-24.193210000000001
Pp Large Foot Spray 7c,,-24.172789999999999,30.863499999999998,7324985.366442119702697,282951.755849664972629,,-,MSMA,High,Foot,Secondary,untreated,,2020 - Quarter 3,Prickly Pear,,03:41.0,30.863499999999998,-24.172789999999999
Pp Large Foot Spray 7c,,-24.172789999999999,30.863499999999998,7324985.366442119702697,282951.755849664972629,,-,MSMA,High,Foot,Secondary,,,,Prickly Pear,needs biological control,2020/09/10 10:03:41.000,30.863499999999998,-24.172789999999999
Pp Large Foot Spray 7c,,-24.210893830000000,30.831719509999999,7320714.910577150061727,279787.621180498972535,,-,MSMA,High,Foot,Secondary,,,,Prickly pear,,2020/08/17 14:05:03.000,30.831719509999999,-24.210893830000000
Pp Large Foot Spray 7c,,-24.211141470000001,30.823138879999998,7320673.917101499624550,278916.313148464018013,,-,MSMA,High,Foot,Secondary,,,,Prickly pear,,2020/08/10 09:52:22.000,30.823138879999998,-24.211141470000001
Pp Large Foot Spray Nursery 6c,,-24.212243950000001,30.825484719999999,7320555.508210959844291,279156.536663134989794,,-,MSMA,High,Foot,Secondary,nursery,,,Prickly pear,,2020/08/17 12:41:37.000,30.825484719999999,-24.212243950000001
Pp Large Foot Untreated 12c,,-24.204270000000001,30.875180000000000,7321516.485905059613287,284191.708743833005428,,-,-,High,Foot,Secondary,,,,Prickly Pear,untreated,2020/11/03 10:08:29.000,30.875180000000000,-24.204270000000001
Pp Large Foot Untreated 6c,,-24.195620000000002,30.933260000000001,7322563.133717169985175,290078.190827642974909,,-,-,High,Foot,Secondary,untreated,,2020 - Quarter 3,Prickly Pear,,27:55.0,30.933260000000001,-24.195620000000002
Pp Large Foot Untreated 6c,,-24.195620000000002,30.933260000000001,7322563.133717169985175,290078.190827642974909,,-,-,High,Foot,Secondary,,,,Prickly Pear,untreated,2020/08/27 12:27:55.000,30.933260000000001,-24.195620000000002
Pp Large Foot Untreated Needs Biological Control 8c Marula Revisit Every Month,,-24.195760000000000,30.835880000000000,7322397.836503949947655,280184.326989274006337,,-,-,High,Foot,Secondary,untreated,,2020 - Quarter 3,Prickly Pear,,51:44.0,30.835880000000000,-24.195760000000000
Pp Large Foot Untreated Needs Biological Control 8c Marula Revisit Every Month,,-24.195760000000000,30.835880000000000,7322397.836503949947655,280184.326989274006337,,-,-,High,walk - marula,Tertiary,,,,Prickly Pear,untreated,2020/08/26 09:51:44.000,30.835880000000000,-24.195760000000000
Pp Large Foot Untreated Needs Bugs,,-24.178480000000000,30.955340000000000,7324494.627763950265944,292293.758726557018235,,-,-,High,Foot,Secondary,untreated,,2020 - Quarter 3,Prickly Pear,,57:47.0,30.955340000000000,-24.178480000000000
Pp Large Foot Untreated Needs Bugs,,-24.178480000000000,30.955340000000000,7324494.627763950265944,292293.758726557018235,,-,-,High,Foot,Secondary,,,,Prickly Pear,untreated,2020/09/11 14:57:47.000,30.955340000000000,-24.178480000000000
Pp Large Foot Untreated Poo,,-24.197450000000000,30.930430000000001,7322356.178009060211480,289793.662289237021469,,-,,High,Walk - poo,Tertiary,untreated,,2020 - Quarter 3,Prickly Pear,,32:34.0,30.930430000000001,-24.197450000000000
Pp Large Leaf 4c Med Car Nursery,,-24.214629150000000,30.823553400000002,7320288.241850740276277,278964.447325199027546,,-,-,High,Car,Primary,nursery,,,Prickly pear,,2020/12/10 13:10:52.000,30.823553400000002,-24.214629150000000
pp large many walk pels untreated,,-24.182620000000000,30.834460000000000,7323851.113163810223341,280017.495525703008752,,-,-,High,walk - pels,Tertiary,untreated,,2020 - Quarter 3,Prickly Pear,,16:54.0,30.834460000000000,-24.182620000000000
Pp Large Monster 12c. Dead From Spray And Infected With Bugs,,-24.195489999999999,30.933350000000001,7322577.668399019166827,290087.121945679013152,,Cochineal bug,MSMA,High,Car,Primary,,,,Prickly Pear,bugs have taken,2020/08/27 12:31:39.000,30.933350000000001,-24.195489999999999
Pp Large Monster 12c. Dying From Spray And Infected With Bugs,,-24.195489999999999,30.933350000000001,7322577.668399019166827,290087.121945679013152,,Cochineal bug,MSMA,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,31:39.0,30.933350000000001,-24.195489999999999
Pp Large Mostly Dead From Spray Still Has Bugs,,-24.207400000000000,30.832960000000000,7321103.877953760325909,279907.641247497987933,,Cochineal bug,MSMA,High,Car,Primary,Update - Plant dying,-,2020 - Quarter 2,Prickly pear,Treated,26:48.0,30.832960000000000,-24.207400000000000
Pp Large Mostly Dead From Spray Still Has Bugs,,-24.207400950000000,30.832961619999999,7321103.775276109576225,279907.807465728023089,,Cochineal bug,MSMA,High,Car,Primary,Update - Plant dying,,,Prickly pear,,2020/06/16 12:26:48.000,30.832961619999999,-24.207400950000000
Pp Large Motherload 9c Dense Bugs,,-24.204350000000002,30.875620000000001,7321508.304411850869656,284236.546000542002730,,Cochineal bug,-,High,Car,Primary,,,2020 - Quarter 2,Prickly Pear,,41:38.0,30.875620000000001,-24.204350000000002
Pp Large Motherload 9c Dense Bugs,,-24.204350000000002,30.875620000000001,7321508.304411850869656,284236.546000542002730,,Cochineal bug,,High,Car,Primary,,,,Prickly Pear,,2020/06/27 09:41:38.000,30.875620000000001,-24.204350000000002
Pp Large Motherload Very Dense. Highest Is 8c. Fruiting,,-24.196169999999999,30.892410000000002,7322440.217763359658420,285928.676030575996265,,Cochineal bug,-,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,28:33.0,30.892410000000002,-24.196169999999999
Pp Large Motherload Very Dense. Highest Is 8c. Fruiting bugs,,-24.196169999999999,30.892410000000002,7322440.217763359658420,285928.676030575996265,,Cochineal bug,,High,Car,Primary,,,,Prickly Pear,,2020/07/09 11:28:33.000,30.892410000000002,-24.196169999999999
Pp Large pair 1/2  Already Infected With Bugs 8c Car,,-24.204780000000000,30.834779999999999,7321396.962494360283017,280088.046813795983326,,Cochineal bug,-,High,Car,Primary,Already infected,,2020 - Quarter 3,Prickly Pear,,48:26.0,30.834779999999999,-24.204780000000000
PP large pair 2/2. See if bugs spread 8c car,,-24.204780000000000,30.834779999999999,7321396.962494360283017,280088.046813795983326,,-,-,High,Car,Primary,bugs should spread,,2020 - Quarter 3,Prickly Pear,,48:26.0,30.834779999999999,-24.204780000000000
Pp Large Sense Motherload 12c  Car Bugs March visit,,-24.174759999999999,30.857209999999998,7324757.373700859956443,282315.895592487009708,,Cochineal bug,-,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,33:05.0,30.857209999999998,-24.174759999999999
Pp Large Sense Motherload 12c  Car Bugs Needs Revisit,,-24.174759999999999,30.857209999999998,7324757.373700859956443,282315.895592487009708,,Cochineal bug,,High,Car,Primary,,,,Prickly Pear,,2020/09/10 11:33:05.000,30.857209999999998,-24.174759999999999
Pp Large Spray Walk 9c,,-24.209790000000002,30.890580000000000,7320928.765162261202931,285765.525195748021360,,-,MSMA,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,35:58.0,30.890580000000000,-24.209790000000002
Pp Large Spray Walk 9c,,-24.209790000000002,30.890580000000000,7320928.765162261202931,285765.525195748021360,,-,MSMA,High,Foot,Secondary,,,,Prickly Pear,,2020/07/30 15:35:58.000,30.890580000000000,-24.209790000000002
Pp Large Untreated,,-24.217569890000000,30.818557330000001,7319954.573326248675585,278461.982495300006121,,-,-,High,Car,Primary,untreated,,,Prickly pear,,2020/08/29 13:49:25.000,30.818557330000001,-24.217569890000000
Pp Large Untreated,,-24.217745740000002,30.818505569999999,7319935.012136359699070,278457.028650081017986,,-,-,High,Car,Primary,untreated,,,Prickly pear,,2020/08/29 13:50:15.000,30.818505569999999,-24.217745740000002
Pp Large Untreated,,-24.217670399999999,30.818123140000001,7319942.750474380329251,278418.047771684010513,,-,-,High,Car,Primary,untreated,,,Prickly pear,,2020/08/29 13:51:27.000,30.818123140000001,-24.217670399999999
Pp Large Untreated Needs Bugs Walk Poo,,-24.158670000000001,30.944310000000002,7326672.430658830329776,291140.711985812988132,,-,-,High,walk - poo,Tertiary,untreated,,2020 - Quarter 3,Prickly Pear,,00:37.0,30.944310000000002,-24.158670000000001
Pp Large Untreated Needs Bugs Walk Poo,,-24.158670000000001,30.944310000000002,7326672.430658830329776,291140.711985812988132,,-,-,High,walk - poo,Tertiary,,,,Prickly Pear,untreated,2020/09/11 11:00:37.000,30.944310000000002,-24.158670000000001
Pp Large Untreated Walk. See If Bugs Spread,,-24.213901539999998,30.823673480000000,7320369.029652181081474,278975.390071491012350,,-,-,High,Car,Primary,see if bugs spread from nearby infected plant,,,Prickly pear,,2020/08/01 08:33:32.000,30.823673480000000,-24.213901539999998
Pp Large Very Dense Car Bugs Fruiting 12c. Update 10 August. Hugs Havent Taken,,-24.209650000000000,30.929890000000000,7321004.030074190348387,289758.824205386976246,,Cochineal bug,-,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,47:02.0,30.929890000000000,-24.209650000000000
Pp Large Very Dense Car Bugs Fruiting 12c. Update 10 August. Hugs Havenтt Taken,,-24.209650000000000,30.929890000000000,7321004.030074190348387,289758.824205386976246,,Cochineal bug,-,High,Car,Primary,,,,Prickly Pear,bugs have taken,2020/07/15 09:47:02.000,30.929890000000000,-24.209650000000000
Pp Large Very Dense. Evidence Of Moth. Car Bugs Fruiting 10c,,-24.195789999999999,30.877160000000000,7322458.853961779735982,284378.597118761972524,,Cochineal bug,-,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,15:12.0,30.877160000000000,-24.195789999999999
Pp Large Very Dense. Evidence Of Moth. Car Bugs Fruiting 10c,,-24.195789999999999,30.877160000000000,7322458.853961779735982,284378.597118761972524,,Cochineal bug,,High,Car,Primary,evidence of moth,,,Prickly Pear,,2020/07/30 10:15:12.000,30.877160000000000,-24.195789999999999
Pp Large Walk  7c. Bugs. Walk For Marula Revisit Once A Month. See If Bugs Spread To Second One,,-24.186830000000000,30.852889999999999,7323413.663668719120324,281897.425740269012749,,Cochineal bug,,High,walk - marula,Tertiary,,,,Prickly Pear,,2020/07/22 14:17:32.000,30.852889999999999,-24.186830000000000
Pp Large Walk  Bugs 9c,,-24.180940000000000,30.872579999999999,7324096.677012209780514,283888.217109886987600,,Cochineal bug,-,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,02:44.0,30.872579999999999,-24.180940000000000
Pp Large Walk  Bugs 9c. Update 9 Dec 2020. Bugs Have Taken,,-24.180940000000000,30.872579999999999,7324096.677012209780514,283888.217109886987600,,Cochineal bug,-,High,Foot,Secondary,,,,Prickly Pear,bugs have taken,2020/07/30 14:02:44.000,30.872579999999999,-24.180940000000000
Pp large Walk 6c bugs,,-24.179400000000001,30.869640000000000,7324262.710287139751017,283586.869019125995692,,Cochineal bug,-,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,49:44.0,30.869640000000000,-24.179400000000001
Pp Large Walk 6c Nursery,,-24.217993010000001,30.827517900000000,7319921.898655479773879,279373.001115709019359,,-,-,High,Foot,Secondary,nursery,,,Prickly pear,,2020/08/07 11:50:30.000,30.827517900000000,-24.217993010000001
Pp Large Walk 6c. Untreated. See If Bugs Spread,,-24.196179999999998,30.892080000000000,7322438.604326790198684,285895.163994986971375,,-,-,High,Foot,Secondary,bugs should spread,,2020 - Quarter 3,Prickly Pear,,32:57.0,30.892080000000000,-24.196179999999998
Pp Large Walk 6c. Untreated. See If Bugs Spread,,-24.196179999999998,30.892080000000000,7322438.604326790198684,285895.163994986971375,,-,-,High,Foot,Secondary,,,,Prickly Pear,See if bugs spread from infected plant nearby,2020/07/09 11:32:57.000,30.892080000000000,-24.196179999999998
Pp Large Walk 7c Bugs,,-24.210550000000001,30.832950000000000,7320754.937069560401142,279912.039587286999449,,Cochineal bug,-,High,Foot,Secondary,needs chemical control,7 cladodes,2020 - Quarter 2,Prickly pear,Treated,14:58.0,30.832950000000000,-24.210550000000001
Pp Large Walk 7c Bugs,,-24.210552430000000,30.832948920000000,7320754.666196050122380,279911.934043356974144,,Cochineal bug,-,High,Foot,Secondary,,,,Prickly pear,,2020/06/29 10:14:58.000,30.832948920000000,-24.210552430000000
Pp Large Walk 8c Untreated. Bugs Will Spread,,-24.218460000000000,30.898499999999999,7319980.547406489960849,286584.582123800006229,,Cochineal bug,-,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,02:44.0,30.898499999999999,-24.218460000000000
Pp Large Walk 8c Untreated. Bugs Will Spread,,-24.218460000000000,30.898499999999999,7319980.547406489960849,286584.582123800006229,,-,-,High,Foot,Secondary,,,,Prickly Pear,See if bugs spread from infected plant nearby,2020/07/09 15:02:44.000,30.898499999999999,-24.218460000000000
Pp Large Walk Both,,-24.201239999999999,30.927930000000000,7321932.613367909565568,289545.889153897995129,,Cochineal bug,MSMA,High,Foot,Secondary,,,2020 - Quarter 2,Prickly Pear,,48:32.0,30.927930000000000,-24.201239999999999
Pp Large Walk Both,,-24.222090000000001,30.884609999999999,7319557.151350540108979,285179.665307119023055,,Cochineal bug,MSMA,High,Foot,Secondary,,,2020 - Quarter 2,Prickly Pear,,07:56.0,30.884609999999999,-24.222090000000001
Pp Large Walk Both,,-24.201239999999999,30.927930000000000,7321932.613367909565568,289545.889153897995129,,Cochineal bug,MSMA,High,Foot,Secondary,,,,Prickly Pear,,2020/05/19 10:48:32.000,30.927930000000000,-24.201239999999999
Pp Large Walk Both,,-24.213249999999999,30.852950000000000,7320487.245751149952412,281948.498232466983609,,Cochineal bug,MSMA,High,Foot,Secondary,,,,Prickly Pear,,2020/05/26 11:44:19.000,30.852950000000000,-24.213249999999999
Pp Large Walk Both 5c,,-24.201070000000001,30.916589999999999,7321934.308768009766936,288393.499113878002390,,Cochineal bug,MSMA,High,Foot,Secondary,,,2020 - Quarter 2,Prickly Pear,,31:47.0,30.916589999999999,-24.201070000000001
Pp Large Walk Both 5c,,-24.201070000000001,30.916589999999999,7321934.308768009766936,288393.499113878002390,,Cochineal bug,MSMA,High,Foot,Secondary,,,,Prickly Pear,,2020/06/27 14:31:47.000,30.916589999999999,-24.201070000000001
Pp Large Walk Both 7c Evidence Of Moth,,-24.201210000000000,30.916160000000001,7321918.149985330179334,288350.043573923001532,,Cochineal bug,MSMA,High,Foot,Secondary,,,2020 - Quarter 2,Prickly Pear,,30:06.0,30.916160000000001,-24.201210000000000
Pp Large Walk Both 7c Evidence Of Moth,,-24.201210000000000,30.916160000000001,7321918.149985330179334,288350.043573923001532,,Cochineal bug,MSMA,High,Foot,Secondary,evidence of moth,,,Prickly Pear,,2020/06/27 14:30:06.000,30.916160000000001,-24.201210000000000
