Title,,,,,Date Created,Latitude,Longitude,Northing,Easting,Description,Biocontrol,Camera,Chemical c,Density,Detection method,Detection method description,Done,Done_1,field_2,field_3,Grid,id,layer,Notes,Number of,path,Plot,Point Id,Quarter,Seedling,Sex,Species,Status,timestamp,Tree#,WKT,X,Y,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.2043,30.88518,-2778322788,3438122511,,Cochineal bug,,MSMA,Low,Car,Primary,,,,,,,,,3 cladodes,,,,2020 - Quarter 1,,,Prickly pear,Treated,50:25.0,,,30.88518,-24.2043,,,,,,,
Update. Qon Already Sprayed. Plant Mostly Dead. Sprayed Again,,,,,,-24.2043,30.88919,-2778322788,3438568902,,-,,MSMA,High,find original,,,,,,,,,,,,,,,,,Queen of the night,,25:03.0,,,30.88919,-24.2043,,,,,,,
Update. Qon Already Sprayed. Plant Mostly Dead. Sprayed Again,,,,,,-24.2043,30.88919,-2778322788,3438568902,,-,,MSMA,Med,Car,Primary,,,,,,,,mostly dead, sprayed again,,,,,,,,Queen of the night,,25:03.0,,,30.88919,-24.2043,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20428,30.88516,-2778320348,3438120284,,Cochineal bug,,MSMA,Med,Car,Primary,,,,,,,,,12 cladodes,,,,2020 - Quarter 1,,,Prickly pear,Treated,49:33.0,,,30.88516,-24.20428,,,,,,,
PP large car bugs March revisitation bugs have spread,,,,,,-24.20428,30.85151,-2778320348,3434374383,,-,,-,Med,Foot,Secondary,,,,,,,,Removed to nursery,,,,,2019 - Quarter 4,,,Prickly pear,Treated,31:16.0,,,30.85151,-24.20428,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20427,30.88514,-2778319127,3438118058,,Cochineal bug,,MSMA,High,Car,Primary,,,,,,,,Parts of plant died from spray. Biological control has spread,9 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,52:15.0,,,30.88514,-24.20427,,,,,,,
Pp Large Foot Untreated 12c,,,,,,-24.20427,30.87518,-2778319127,3437009316,,-,,-,High,Foot,Secondary,,,,,,,,,,,,,,,,Prickly Pear,untreated,08:29.0,,,30.87518,-24.20427,,,,,,,
Update. Pp Large Car. Previously Sprayed And Bugs. Bugs Have Spread. 1/3 Of Plant Dyed From Spray 9c,,,,,,-24.20427,30.88514,-2778319127,3438118058,,Cochineal bug,,MSMA,High,Car,Primary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly Pear,,52:15.0,,,30.88514,-24.20427,,,,,,,
Update. Pp Large Car. Previously Sprayed And Bugs. Bugs Have Spread. 1/3 Of Plant Dyed From Spray 9c,,,,,,-24.20427,30.88514,-2778319127,3438118058,,Cochineal bug,,MSMA,High,Car,Primary,,,,,,,,dying bugs did take,,,,,,,,Prickly Pear,bugs have taken,52:15.0,,,30.88514,-24.20427,,,,,,,
Road Not Exciting ,,,,,2021-04-28T09:49:43+02:00,-24.20414375,30.88217368,-2778303718,3437787848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car 7c bugs update bugs have spread,,,,,,-24.20403,30.89657,-2778289835,3439390.44,,Cochineal bug,,-,High,Car,Primary,,,,,,,,,,,,,,,,Prickly Pear,bugs have taken,24:00.0,,,30.89657,-24.20403,,,,,,,
PP large car 7c bugs update bugs have spread,,,,,,-24.20403,30.89657,-2778289835,3439390.44,,Cochineal bug,,-,High,Car,Primary,,,,,,,,,,,,,,,,Prickly Pear,bugs have taken,24:00.0,,,30.89657,-24.20403,,,,,,,
Pp Large Car. 7c Already infected with bugs,,,,,,-24.20403,30.89657,-2778289835,3439390.44,,Cochineal bug,,-,High,Car,Primary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly Pear,,24:00.0,,,30.89657,-24.20403,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20402,30.89653,-2778288615,3439385987,,Cochineal bug,,MSMA,High,Car,Primary,,,,,,,,,,,,,2020 - Quarter 1,,,Prickly pear,Treated,46:36.0,,,30.89653,-24.20402,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20402,30.89653,-2778288615,3439385987,,Cochineal bug,,MSMA,High,Car,Primary,,,,,,,,,,,,,2020 - Quarter 1,,,Prickly pear,Treated,46:36.0,,,30.89653,-24.20402,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20402,30.89653,-2778288615,3439385987,,Cochineal bug,,MSMA,High,Car,Primary,,,,,,,,,,,,,2020 - Quarter 1,,,Prickly pear,Treated,46:36.0,,,30.89653,-24.20402,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20369,30.87378,-2778248339,3436853468,,Cochineal bug,,-,Low,Car,Primary,,,,,,,,needs chemical control,,,,,2020 - Quarter 1,,,Prickly pear,Treated,40:34.0,,,30.87378,-24.20369,,,,,,,
Number 4 ,,,,,,-24.20349236,30.83602943,-2778224217,3432651094,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,
Pp Med Car Nursery 4c,,,,,,-24.2034,30.85509,-2778212945,3434772907,,-,,-,Med,Car,Primary,,,,,,,,nursery,,,,,,,,Prickly Pear,,27:09.0,,,30.85509,-24.2034,,,,,,,
Pp Med Car Nursery 4c March,,,,,,-24.2034,30.85509,-2778212945,3434772907,,-,,-,Med,Car,Primary,,,,,,,,Nursery,,,,,2020 - Quarter 3,,,Prickly Pear,,27:09.0,,,30.85509,-24.2034,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20336,30.87434,-2778208063,3436915807,,Cochineal bug,,-,Med,Foot,Secondary,,,,,,,,needs chemical control,,,,,2020 - Quarter 1,,,Prickly pear,Treated,36:22.0,,,30.87434,-24.20336,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20333,30.88595,-2778204402,3438208227,,-,,-,Med,Car,Primary,,,,,,,,Removed to nursery,4 cladodes,,,,2020 - Quarter 1,,,Prickly pear,Treated,04:09.0,,,30.88595,-24.20333,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20333,30.87427,-2778204402,3436908015,,Cochineal bug,,MSMA,High,Car,Primary,,,,,,,,,,,,,2020 - Quarter 1,,,Prickly pear,Treated,36:06.0,,,30.87427,-24.20333,,,,,,,
Pp,,, Car, No Bugs ,2021-07-06T10:51:27+02:00,-24.20323962,30.82418372,-2778193371,3431332436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20321,30.87447,-2778189756,3436930279,,Cochineal bug,,MSMA,Med,Car,Primary,,,,,,,,Removed to nursery,,,,,2020 - Quarter 1,,,Prickly pear,Treated,34:11.0,,,30.87447,-24.20321,,,,,,,
Qon Large Car Already Has Bugs,,,,,,-24.20315,30.87815,-2778182433,3437339935,,Mealy Bug,,-,High,Car,Primary,,,,,,,,bugs have taken,,,,,2020 - Quarter 2,,,Queen of the night,,51:41.0,,,30.87815,-24.20315,,,,,,,
Qon Large Car Already Has Bugs,,,,,,-24.20315,30.87815,-2778182433,3437339935,,Mealy Bug,,-,High,Car,Primary,,,,,,,,,,,,,,,,Queen of the night,already infected,51:41.0,,,30.87815,-24.20315,,,,,,,
Qon Large Car Already Has Bugs,,,,,,-24.20315,30.87815,-2778182433,3437339935,,Mealy Bug,,-,High,Car,Primary,,,,,,,,bugs have taken,,,,,,,,Queen of the night,,51:41.0,,,30.87815,-24.20315,,,,,,,
Grass Site 22,,,,,2021-02-09T09:15:44+02:00,-24.20312,30.9363,-2778178771,3443813163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rome 2,,,,,2021-03-25T09:59:19+02:00,-24.20309,30.93651,-2778175.11,3443836.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20303,30.87427,-2778167787,3436908015,,Cochineal bug,,MSMA,Med,Car,Primary,,,,,,,,,,,,,2020 - Quarter 1,,,Prickly pear,Treated,32:23.0,,,30.87427,-24.20303,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20296,30.88755,-2778159244,3438386338,,Cochineal bug,,MSMA,High,Car,Primary,,,,,,,,,6 cladodes,,,,2020 - Quarter 1,,,Prickly pear,Treated,09:32.0,,,30.88755,-24.20296,,,,,,,
Malura Site L,,,,,2021-01-28T11:54:41+02:00,-24.20291571,30.83320418,-2778153839,3432336588,Camera taken down- be replaced-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pp Large Car Evidence Of Moth 8c Untreated. Needs Bio Control,,,,,,-24.20281,30.87594,-2778140937,3437093919,,-,,-,High,Car,Primary,,,,,,,,evidence of moth. Needs biocontrol,,,,,,,,Prickly Pear,needs biological control,02:47.0,,,30.87594,-24.20281,,,,,,,
Pp Large Car Evidence Of Moth 8c Untreated. Needs Bio Control,,,,,,-24.20281,30.87594,-2778140937,3437093919,,-,,-,High,Car,Primary,,,,,,,,untreated,,,,,2020 - Quarter 3,,,Prickly Pear,,02:47.0,,,30.87594,-24.20281,,,,,,,
PP large car bugs March revisitation bugs have spread,,,,,,-24.20275,30.83997,-2778133614,3433089756,revisit 17 March 2021, plant dead,Cochineal bug,,-,Med,Car,Primary,,,,,,,,needs chemical control,,,,,2019 - Quarter 3,,,Prickly pear,Treated,01:13.0,,,30.83997,-24.20275,,,,,,
qon car soray only,,,,,,-24.20268,30.87547,-2778125071,3437041598,,-,,MSMA,Med,Car,Primary,,,,,,,,needs biological control,,,,,2020 - Quarter 1,,,Queen of the night,,40:02.0,,,30.87547,-24.20268,,,,,,,
Big Pp In Camp 2 Untreated,,,,,,-24.20267,30.82403,-2778123.85,3431315324,,-,,-,High,Car,Primary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly pear,,05:10.0,,,30.82403,-24.20267,,,,,,,
Big Pp In Camp 2 Untreated,,,,,,-24.20267,30.82403,-2778123.85,3431315324,,-,,-,High,Car,Primary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly pear,,05:10.0,,,30.82403,-24.20267,,,,,,,
Pp Large Car Bugs 8c,,,,,,-24.20253,30.8771,-2778106763,3437223049,,Cochineal bug,,,High,Car,Primary,,,,,,,,,,,,,,,,Prickly Pear,,54:44.0,,,30.8771,-24.20253,,,,,,,
Pp Large Car Bugs 8c,,,,,,-24.20253,30.8771,-2778106763,3437223049,,Cochineal bug,,-,High,Car,Primary,,,,,,,,,,,,,2020 - Quarter 2,,,Prickly Pear,,54:44.0,,,30.8771,-24.20253,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20253,30.8771,-2778106763,3437223049,,Cochineal bug,,-,High,Car,Primary,,,,,,,,needs chemical control,8 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,54:44.0,,,30.8771,-24.20253,,,,,,,
Pp,4c,Foot, need respray March,,,-24.20252,30.85207,-2778105543,3434436722,,-,,MSMA,Med,Foot,Secondary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly Pear,,56:14.0,,,,,,30.85207,-24.20252,,,,
Marula Site L ,,,,,2021-01-28T11:24:12+02:00,-24.20248236,30.83240847,-2778100949,3432248011,Case is walked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pp Large Car Untreated. Evidence Of Moth. Needs Bio Control,,,,,,-24.20246,30.87617,-2778098.22,3437119522,,-,,-,High,Car,Primary,,,,,,,,untreated,,,,,2020 - Quarter 3,,,Prickly Pear,,04:33.0,,,30.87617,-24.20246,,,,,,,
Pp Large Car Untreated. Evidence Of Moth. Needs Bio Control,,,,,,-24.20246,30.87617,-2778098.22,3437119522,,-,,-,High,Car,Primary,,,,,,,,evidence of moth. Needs biocontrol,,,,,,,,Prickly Pear,untreated,04:33.0,,,30.87617,-24.20246,,,,,,,
,,,,,,-24.20245245,30.84417051,-2778097298,3433557356,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,
Update. Parts Of Plant Dead From Spray But Rejuvenated. Qon Med But Dense. Walk Bugs,,,,,,-24.20245,30.88769,-2778097,3438401923,,Mealy Bug,,MSMA,Med,Foot,Secondary,,,,,,,,Dying so resprayed,,,,,,,,Queen of the night,,17:20.0,,,30.88769,-24.20245,,,,,,,
Update. Parts Of Plant Dead From Spray But Rejuvenated. Qon Med But Dense. Walk Bugs,,,,,,-24.20245,30.88769,-2778097,3438401923,,Mealy Bug,,MSMA,Med,Foot,Secondary,,,,,,,,,,,,,,,,Queen of the night,,17:20.0,,,30.88769,-24.20245,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20229,30.88722,-2778077472,3438349602,,-,,MSMA,High,Car,Primary,,,,,,,,,6 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,12:27.0,,,30.88722,-24.20229,,,,,,,
Pp Large Car Spray 6c,,,,,,-24.20229,30.88722,-2778077472,3438349602,,-,,-,High,Car,Primary,,,,,,,,nursery,,,,,,,,Prickly Pear,,12:27.0,,,30.88722,-24.20229,,,,,,,
Pp Large Car Spray 6c,,,,,,-24.20229,30.88722,-2778077472,3438349602,,-,,MSMA,High,Car,Primary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly Pear,,12:27.0,,,30.88722,-24.20229,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20217,30.84417,-2778062827,3433557298,,Cochineal bug,,MSMA,Low,Car,Primary,,,,,,,,,,,,,2019 - Quarter 3,,,Prickly pear,Treated,59:01.0,,,30.84417,-24.20217,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20217,30.84398,-2778062827,3433536148,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,,,,,,,,,2019 - Quarter 3,,,Prickly pear,Treated,00:37.0,,,30.84398,-24.20217,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20209,30.88244,-2778053063,3437817495,,Cochineal bug,,MSMA,Low,Foot,Secondary,,,,,,,,,,,,,2020 - Quarter 1,,,Prickly pear,Treated,02:38.0,,,30.88244,-24.20209,,,,,,,
Marula Site L,,,,,2021-01-28T11:47:02+02:00,-24.20206258,30.83306208,-2778049717,3432320.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marula Site L,,,,,2021-01-28T11:38:40+02:00,-24.20205021,30.83224217,-2778048207,3432229499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20199,30.89371,-2778040858,3439072066,,Cochineal bug,,MSMA,High,Foot,Secondary,,,,,,,,,1 cladode,,,,2020 - Quarter 1,,,Prickly pear,Treated,06:45.0,,,30.89371,-24.20199,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20199,30.89371,-2778040858,3439072066,,Cochineal bug,,MSMA,High,Foot,Secondary,,,,,,,,,1 cladode,,,,2020 - Quarter 1,,,Prickly pear,Treated,06:45.0,,,30.89371,-24.20199,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20199,30.89371,-2778040858,3439072066,,Cochineal bug,,MSMA,High,Foot,Secondary,,,,,,,,,1 cladode,,,,2020 - Quarter 1,,,Prickly pear,Treated,06:45.0,,,30.89371,-24.20199,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20199,30.89371,-2778040858,3439072066,,Cochineal bug,,MSMA,High,Foot,Secondary,,,,,,,,,1 cladode,,,,2020 - Quarter 1,,,Prickly pear,Treated,06:45.0,,,30.89371,-24.20199,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20199,30.89371,-2778040858,3439072066,,Cochineal bug,,MSMA,High,Foot,Secondary,,,,,,,,,4 cladodes,,,,2020 - Quarter 1,,,Prickly pear,Treated,06:45.0,,,30.89371,-24.20199,,,,,,,
Qon Large Car Spray,,,,,,-24.20199,30.93052,-2778040858,3443169736,,-,,MSMA,High,Car,Primary,,,,,,,,needs biological control,,,,,2020 - Quarter 2,,,Queen of the night,,59:16.0,,,30.93052,-24.20199,,,,,,,
Qon Large Car Spray,,,,,,-24.20199,30.93052,-2778040858,3443169736,,-,,MSMA,High,Foot,Secondary,,,,,,,,,,,,,,,,Queen of the night,,59:16.0,,,30.93052,-24.20199,,,,,,,
Qon Large Car Spray,,,,,,-24.20199,30.93052,-2778040858,3443169736,,-,,MSMA,High,Car,Primary,,,,,,,,,,,,,2020 - Quarter 2,,,Queen of the night,,59:16.0,,,30.93052,-24.20199,,,,,,,
Qon Large Car Spray. Update 11 August. Dead Sprayed Again To Make Sure,,,,,,-24.20199,30.93052,-2778040858,3443169736,,-,,MSMA,High,Car,Primary,,,,,,,,dead,,,,,,,,Queen of the night,,59:16.0,,,30.93052,-24.20199,,,,,,,
Qon Large Car Spray. Update 11 August. Dead Sprayed Again To Make Sure,,,,,,-24.20199,30.93052,-2778040858,3443169736,,-,,MSMA,High,Car,Primary,,,,,,,,mostly dead, sprayed again,,,,,,,,Queen of the night,,59:16.0,,,30.93052,-24.20199,,,,,,
Marula Tree Wrapped 1.5m Mesh 2Jun,,,,,2021-06-02T14:01:02+02:00,-24.20198329,30.87865104,-2778040.04,3437395.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20197,30.8827,-2778038417,3437846438,,-,,MSMA,Med,Car,Primary,,,,,,,,,,,,,2020 - Quarter 1,,,Prickly pear,Treated,00:32.0,,,30.8827,-24.20197,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20194,30.89347,-2778034756,3439045349,,Cochineal bug,,MSMA,High,Car,Primary,,,,,,,,,4 cladodes,,,,2020 - Quarter 1,,,Prickly pear,Treated,05:06.0,,,30.89347,-24.20194,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20194,30.89347,-2778034756,3439045349,,Cochineal bug,,MSMA,High,Car,Primary,,,,,,,,,4 cladodes,,,,2020 - Quarter 1,,,Prickly pear,Treated,05:06.0,,,30.89347,-24.20194,,,,,,,
Pp Small Car Nursery 3c,,,,,,-24.20188,30.95816,-2778027433,3446246607,,-,,-,Low,Car,Primary,,,,,,,,nursery,,,,,,,,Prickly Pear,,22:06.0,,,30.95816,-24.20188,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20187,30.88229,-2778026213,3437800797,,Cochineal bug,,-,Low,Foot,Secondary,,,,,,,,needs chemical control,,,,,2020 - Quarter 1,,,Prickly pear,Treated,04:34.0,,,30.88229,-24.20187,,,,,,,
Marula Tree Wrapped 1.5m Mesh 2Jun,,,,,2021-06-02T13:59:23+02:00,-24.2018356,30.8783287,-2778022014,3437359828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number 3,,,,,,-24.20178889,30.85115029,-2778016313,3434334341,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,
Marula Tree Wrapped 1.5m Mesh 2Jun,,,,,2021-06-02T13:54:53+02:00,-24.20175571,30.87823218,-2778012264,3437349083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20171,30.88214,-2778006685,3437784099,,-,,MSMA,High,Foot,Secondary,,,,,,,,,,,,,2020 - Quarter 1,,,Prickly pear,Treated,06:20.0,,,30.88214,-24.20171,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20171,30.9161,-2778006685,3441564509,,Cochineal bug,,MSMA,Med,Car,Primary,,,,,,,,,4 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,18:50.0,,,30.9161,-24.20171,,,,,,,
Pp Med Car Both 4c,,,,,,-24.20171,30.9161,-2778006685,3441564509,,Cochineal bug,,MSMA,Med,Car,Primary,,,,,,,,,,,,,2020 - Quarter 2,,,Prickly Pear,,18:50.0,,,30.9161,-24.20171,,,,,,,
Pp Med Car Both 4c,,,,,,-24.20171,30.9161,-2778006685,3441564509,,Cochineal bug,,MSMA,Med,Car,Primary,,,,,,,,,,,,,,,,Prickly Pear,,18:50.0,,,30.9161,-24.20171,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20167,30.93087,-2778001803,3443208698,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,,,,,,,,,2020 - Quarter 2,,,Prickly pear,Treated,02:03.0,,,30.93087,-24.20167,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20167,30.93087,-2778001803,3443208698,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,,,,,,,,,2020 - Quarter 2,,,Prickly pear,Treated,02:03.0,,,30.93087,-24.20167,,,,,,,
Pp Med Walk Both,,,,,,-24.20167,30.93087,-2778001803,3443208698,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,,,,,,,,,2020 - Quarter 2,,,Prickly Pear,,02:03.0,,,30.93087,-24.20167,,,,,,,
Pp Med Walk Both. Update 11 August 2020. Spray Killed 40% Of Plant. Bugs Have Taken,,,,,,-24.20167,30.93087,-2778001803,3443208698,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,,,,sprayed kiled part of plant, bugs have taken,,,,,,,,Prickly Pear,bugs have taken,02:03.0,,,30.93087,-24.20167,,,,,,
Pp Med Walk Both. Update 11 August 2020. Spray Killed 40% Of Plant. Bugs Have Taken,,,,,,-24.20167,30.93087,-2778001803,3443208698,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,,,,,,,,,2020 - Quarter 2,,,Prickly Pear,,02:03.0,,,30.93087,-24.20167,,,,,,,
Pp Large Car Bugs 7c. Evidence Of Moth,,,,,,-24.20165,30.92864,-2777999362,3442960456,,Cochineal bug,,-,High,Car,Primary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly Pear,,03:17.0,,,30.92864,-24.20165,,,,,,,
Pp Large Car Bugs 7c. Evidence Of Moth. Update After Report 24 September. Bugs Have Taken,,,,,,-24.20165,30.92864,-2777999362,3442960456,,Cochineal bug,,,High,Car,Primary,,,,,,,,bugs have taken,,,,,,,,Prickly Pear,,03:17.0,,,30.92864,-24.20165,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20164,30.92806,-2777998142,3442895.89,,Cochineal bug,,MSMA,Low,Car,Primary,,,,,,,,,,,,,2020 - Quarter 2,,,Prickly pear,Treated,47:15.0,,,30.92806,-24.20164,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20164,30.92806,-2777998142,3442895.89,,Cochineal bug,,MSMA,Med,Car,Primary,,,,,,,,,,,,,2020 - Quarter 2,,,Prickly pear,Treated,47:15.0,,,30.92806,-24.20164,,,,,,,
Pp Multiple Small Car Both,,,,,,-24.20164,30.92806,-2777998142,3442895.89,,Cochineal bug,,MSMA,Low,Car,Primary,,,,,,,,,,,,,2020 - Quarter 2,,,Prickly Pear,,47:15.0,,,30.92806,-24.20164,,,,,,,
Pp Multiple Small Car Both,,,,,,-24.20164,30.92806,-2777998142,3442895.89,,Cochineal bug,,MSMA,Low,Car,Primary,,,,,,,,,,,,,,,,Prickly Pear,,47:15.0,,,30.92806,-24.20164,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20163,30.89369,-2777996921,3439069.84,,Cochineal bug,,MSMA,High,Car,Primary,,,,,,,,,6 cladodes,,,,2020 - Quarter 1,,,Prickly pear,Treated,19:18.0,,,30.89369,-24.20163,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20162,30.8453,-2777995701,3433683089,,-,,-,Low,Car,Primary,,,,,,,,Removed to nursery,,,,,2019 - Quarter 3,,,Prickly pear,Treated,11:20.0,,,30.8453,-24.20162,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20156,30.91592,-2777988378,3441544472,,-,,MSMA,Low,Foot,Secondary,,,,,,,,Needs biological control,3 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,20:36.0,,,30.91592,-24.20156,,,,,,,
Pp Small Walk Spray 3c,,,,,,-24.20156,30.91592,-2777988378,3441544472,,-,,MSMA,Low,Foot,Secondary,,,,,,,,,,,,,2020 - Quarter 2,,,Prickly Pear,,20:36.0,,,30.91592,-24.20156,,,,,,,
Pp Small Walk Spray 3c,,,,,,-24.20156,30.91592,-2777988378,3441544472,,-,,MSMA,Low,Foot,Secondary,,,,,,,,,,,,,,,,Prickly Pear,,20:36.0,,,30.91592,-24.20156,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20148,30.91609,-2777978614,3441563396,,-,,-,Low,Foot,Secondary,,,,,,,,Removed to nursery,3 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,19:39.0,,,30.91609,-24.20148,,,,,,,
Pp Small Wak Nursery,,,,,,-24.20148,30.91609,-2777978614,3441563396,,-,,-,Low,Foot,Secondary,,,,,,,,Nursery,,,,,2020 - Quarter 2,,,Prickly Pear,,19:39.0,,,30.91609,-24.20148,,,,,,,
Pp Small Wak Nursery,,,,,,-24.20148,30.91609,-2777978614,3441563396,,-,,-,Low,Foot,Secondary,,,,,,,,nursery,,,,,,,,Prickly Pear,,19:39.0,,,30.91609,-24.20148,,,,,,,
Camp,,,,,2021-01-08T14:01:47+02:00,-24.20137758,30.85315115,-2777966115,3434557075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20135,30.8894,-2777962748,3438592279,,-,,-,Low,Car,Primary,,,,,,,,Removed to nursery,3 cladodes,,,,2020 - Quarter 1,,,Prickly pear,Treated,40:02.0,,,30.8894,-24.20135,,,,,,,
Qon Big Car Spray,,,,,,-24.20132,30.86122,-2777959087,3435455296,,-,,MSMA,High,Car,Primary,,,,,,,,needs biological control,,,,,2019 - Quarter 4,,,Queen of the night,,45:54.0,,,30.86122,-24.20132,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20127,30.91605,-2777952985,3441558943,,-,,MSMA,Low,Foot,Secondary,,,,,,,,Needs biological control,4 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,21:48.0,,,30.91605,-24.20127,,,,,,,
Pp Small Spray Walk 4c,,,,,,-24.20127,30.91605,-2777952985,3441558943,,-,,MSMA,Low,Foot,Secondary,,,,,,,,,,,,,,,,Prickly Pear,,21:48.0,,,30.91605,-24.20127,,,,,,,
Pp Small Spray Walk 4c,,,,,,-24.20127,30.91605,-2777952985,3441558943,,-,,MSMA,Low,Foot,Secondary,,,,,,,,,,,,,2020 - Quarter 2,,,Prickly Pear,,21:48.0,,,30.91605,-24.20127,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20124,30.91604,-2777949323,3441557.83,,-,,MSMA,Med,Foot,Secondary,,,,,,,,Needs biological control,5 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,22:10.0,,,30.91604,-24.20124,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20124,30.92793,-2777949323,3442881419,,Cochineal bug,,MSMA,High,Foot,Secondary,,,,,,,,,,,,,2020 - Quarter 2,,,Prickly pear,Treated,48:32.0,,,30.92793,-24.20124,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.20124,30.92793,-2777949323,3442881419,,Cochineal bug,,MSMA,High,Foot,Secondary,,,,,,,,,7 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,48:32.0,,,30.92793,-24.20124,,,,,,,
